Kode;Kodetekst 
K87;Hypertensjon malign
K87;Hypertensjon sekundær IKA INA
K87;Nefropati hypertensiv
K87;Nefrosklerose hypertensiv
K87;Malign hypertensjon
K88;Postural hypotensjon
K88;Hypotensjon idiopatisk
K88;Hypotensjon INA
K88;Hypotensjon ortostatisk
K88;Idiopatisk/ortostatisk hypotensjon
K89;Anfall med forbigående cerebral iskemi
K89;Amaurosis fugax
K89;Amnesi global forbigående
K89;Arteria carotis-syndrom
K89;Arteria vertebralis-basilaris syndrom
K89;Carotissyndrom
K89;Cerebral arteriespasme INA
K89;Drypp forbigående TIA
K89;TIA (transitorisk iskemisk anfall)
K89;Arteria vertebralis-basilaris-syndrom
K89;Drypp
K89;Forbigående global amnesi
K89;TIA
K90;Hjerneslag
K90;Apoplexia cerebri INA
K90;Cerebral blødning INA
K90;Cerebralt insult INA
K90;Cerebrovaskulær katastrofe INA
K90;Epiduralblødning
K90;Haemorrhagia cerebri
K90;Hjerneblødning INA
K90;Hjerneinfarkt INA
K90;Hjerneinfarkt trombose/emboli
K90;Intrakraniell blødning INA
K90;Slag INA
K90;Subaraknoidalblødning
K90;Subduralblødning - DUBLETT
K90;Apopleksi
K90;Cerebral emboli/infarkt/trombose/okklusjon/stenose/blødning
K90;Cerebrovaskulær katastrofe
K91;Cerebrovaskulær sykdom
K91;Arteria cartosis-stenose
K91;Cerebral aterosklerose
K91;Cerebralt aneurisme
K91;Følgetilstand hjerneblødning
K91;Følgetilstand hjerneinfarkt
K91;Følgetilstand hjerneslag
K91;Følgetilstand subaraknoidalblødning
K91;Hjerneaneurisme
K91;Hjernekarsykdom INA
K91;Stenose precerebral arterie
K91;Stenose/okklusjon hjernearterie
K91;Arteria carotis-stenose
K91;Cerebral aneurisme
K91;Følgetilstand etter hjerneslag
K92;Aterosklerose/perifer karsykdom
K92;Akrocyanose
K92;Aortatrombose
K92;Arteriell okklusjon IKA
K92;Ateromatose INA
K92;Aterosklerose aorta
K92;Aterosklerose arteria renalis
K92;Aterosklerose arterie ekstremitet
K92;Aterosklerose generalisert
K92;Blodpropp arteriell IKA
K92;Buergers sykdom
K92;Claudicatio intermittens
K92;Emboli arteriell IKA
K92;Gangren aterosklerotisk
K92;Gangren IKA
K92;Karspasme perifer
K92;Karsykdom obstruktiv IKA
K92;Koldbrann aterosklerotisk
K92;Koldbrann IKA
K92;Raynauds fenomen (sekundært)
K92;Raynauds syndrom
K92;Trombangitis obliterans
K92;Trombose arteriell IKA
K92;Trombose i aorta
K92;Ulcus arterielt gangrenøst
K92;Vasospasme arteriell
K92;Arteriell emboli/trombose/stenose
K92;Ateromatose
K92;Aterosklerose
K92;Ekstremitetesiskemi
K92;Endarteritt
K92;Gangren
K92;Periodisk tilbakevendende claudicatio
K92;Erytromelalgi
K92;Vasospasme
K93;Lungeemboli
K93;Blodpropp lunge
K93;Lungeemboli cor pulmonale
K93;Lungeinfarkt
K93;Lungetrombose
K93;Tromboemboli lunge
K94;Årebetennelse
K94;Dyp venetrombose
K94;Flebitt INA
K94;Flebitt purulent
K94;Portvenetrombose
K94;Postflebittsyndrom
K94;Tromboflebitt INA
K94;Tromboflebitt underekstremitet
K94;Venetrombose INA
K94;Overfladisk/dyp venetrombose
K94;posttrombotisk syndrom
K94;Portatrombose
K95;Åreknuter på underekstremitet
K95;Stasedermatitt INA
K95;Varicer med dermatitt
K95;Varicer underekstremiteter
K95;Venøs insuffisiens
K95;Venøs stase
K95;Åreknuter ben
K95;Åreknuter med dermatitt
K95;Varikøst staseeksem
K96;Hemoroider
K96;Hemoroider blødende
K96;Hemoroider indre tromboserte
K96;Hemoroider indre
K96;Hemoroider tromboserte
K96;Hemoroider ytre tromboserte
K96;Hemoroider ytre
K96;Hudfliker endetarm
K96;Perianalt hematom
K96;Åreknuter endetarm
K96;Åreknuter endetarmsåpning/endetarm
K96;Hudfliker
K96;Indre hemoroider med/uten komplikasjoner
K96;Tromboserte utvendige hemoroider
K96;hemorroider
K99;Hjerte-karsykdom IKA
K99;Aneurisme IKA
K99;Aortaaneurisme dissekerende
K99;Aortaaneurisme
K99;Arteriovenøs fistel
K99;Arteritis temporalis
K99;Arteritt INA
K99;Karsykdom arteriell IKA
K99;Kjempecellearteritt
K99;Lymfødem ervervet
K99;Lymfødem primært
K99;Nekrotiserende vaskulitt
K99;Polyarteritis nodosa
K99;Sjokk blødning IKA
K99;Sjokk hypovolemisk
K99;Sjokk kardiogent
K99;Sjokktilstand INA
K99;Skade blodkar flere steder
K99;Teleangiektasi
K99;Temporalisarteritt
K99;Varicocele
K99;Granulomatose med polyangitt
K99;Øsofagusvaricer med blødning
K99;Øsofagusvaricer
K99;Åreknuter i bekken
K99;Åreknuter i pungen
K99;Åreknuter IKA
K99;Åreknuter ytre genitalia (K)
K99;Andre aneurismer
K99;Wegeners granulomatose
K99;Aorta-aneurisme
K99;Åreknuter i spiserøret
K99;Åreknuter på andre steder enn underekstremiteter
K99;Arteritt
K99;Lymfødem
K99;Vaskulitt
K99;Mb Osler
L01;Nakke symptomer/plager
L01;Pannikulitt nakke
L01;Smerte nakke
L01;Smerte relatert til cervikal del av ryggsøyle/muskel- og skjelettsystem
L02;Rygg symptomer/plager
L02;Dorsalgi INA
L02;Pannikulitt torakalt
L02;Ryggsmerte INA
L02;Ryggsmerte torakalt
L02;Torakal ryggsmerter
L03;Korsrygg symptomer/plager
L03;Coccygodynia
L03;Korsryggssmerte
L03;Lumbalgi
L03;Pannikulitt lumbosakralt
L03;Ryggsmerte ileosakralt
L03;Ryggsmerte lumbalt
L03;Ryggsmerte lumbosakralt
L03;Smerte haleben
L03;Smerte korsrygg
L03;Lumbal ryggsmerte
L04;Brystkasse symptomer/plager
L04;Smerte brystvegg
L04;Smerte interkostalt
L04;Smerte sternum
L04;Torakssmerte
L04;Brystsmerter relatert til muskel- og skjelettsystemet
L05;Flanke/armhule symptomer/plager
L05;Lendesmerte
L05;Smerte armhule
L05;Smerte flanke
L07;Kjeve symptomer/plager
L07;Kjeveledd hevelse
L07;Kjeveledd stivhet
L07;Kjeveleddssmerte
L07;Smerte kjeve
L07;Kjeveleddsymtpomer
L08;Skulder symptomer/plager
L08;Leddsmerte skulder
L08;Skulder stivhet
L08;Skulderledd hevelse
L08;Skulderledd smerte
L08;Skuldersmerte INA
L09;Arm symptomer/plager
L09;Armsmerte
L09;Overarmssmerte
L09;Smerte arm
L09;Underarmssmerte
L10;Albue symptomer/plager
L10;Albue stivhet
L10;Albueledd hevelse
L10;Albueleddsmerte
L10;Albuesmerte INA
L10;Leddsmerte albue
L11;Håndledd symptomer/plager
L11;Håndledd hevelse
L11;Håndledd stivhet
L11;Håndleddsmerte
L11;Leddsmerte håndledd
L12;Hånd/finger symptomer/plager
L12;Finger/fingre leddhevelse
L12;Finger/fingre stivhet
L12;Finger/fingre symptomer/plager
L12;Fingersmerter (bløtdeler)
L12;Hånd symptomer/plager
L12;Håndsmerte (bløtdeler)
L12;Leddsmerte finger/fingre
L12;Smerte finger/fingre (bløtdeler)
L12;Smerte hånd (bløtdeler)
L13;Hofte symptomer/plager
L13;Hofte kneppende
L13;Hofteledd hevelse
L13;Hofteledd stivhet
L13;Hofteleddsmerte
L13;Hoftesmerte INA
L13;Leddsmerte hofte
L13;Smerte hofte INA
L14;Legg/lår symptomer/plager
L14;Bensmerter
L14;Legg symptomer/plager
L14;Leggkrampe
L14;Leggsmerter
L14;Lår symptomer/plager
L14;Lårsmerter
L14;Muskelkrampe legg
L14;Senestrekk legger
L14;Smerte ben
L14;Smerte legg
L14;Smerte lår
L14;Kramper i legg/ben
L15;Kne symptomer/plager
L15;Hydrops kneledd
L15;Kne låsning
L15;Kne stivhet
L15;Kneledd hevelse
L15;Kneleddsmerte
L15;Knesmerte INA
L15;Leddsmerte kne
L16;Ankel symptomer/plager
L16;Ankel stivhet
L16;Ankelledd hevelse
L16;Ankelsmerter INA
L16;Leddsmerte ankel
L17;Fot/tå symptomer/plager
L17;Fot symptomer/plager
L17;Fotleddsmerte
L17;Fotsmerte INA
L17;Hælsmerte
L17;Krampe fot/tær
L17;Leddsmerte fot
L17;Leddsmerte tå/tær
L17;Metatarsalgi
L17;Smerte fot INA
L17;Smerte hæl
L17;Smerte tå/tær INA
L17;Stive tær
L17;Tær symptomer/plager
L17;Tær/tå leddhevelse
L17;Tå/tær stivhet
L17;Tåsmerter INA
L17;Metatarsalgia
L18;Utbredte muskelsmerter/fibromyalgi
L18;Fibromyalgi
L18;Fibrositt
L18;Fremmedlegemegranulom bløtvev
L18;Muskelkrampe IKA
L18;Muskelsmertesyndrom
L18;Muskelspasme IKA
L18;Myalgi interkostalt
L18;Myalgi sternum
L18;Myalgi utbredt
L18;Myalgi
L18;Myalgia pectoralis
L18;Myositt IKA
L18;Myositt INA
L18;Myositt interstitiell
L18;Pannikulitt uspesifisert
L18;Reumatisme uspesifisert
L18;Senestrekk IKA
L18;Smerte ekstremiteter
L18;Pannikulitt
L18;Myofascielt smertesyndrom
L18;Myalgi i nakkeregion
L19;Muskel symptomer/plager IKA
L19;Inaktivitetsatrofi muskler
L19;Muskelatrofi inaktivitet
L19;Muskelatrofi/-svinn IKA
L19;Muskellidelse INA
L19;Muskelstrekk (ikke fersk skade)
L19;Rygg inaktivitetsatrofi
L19;Muskelatrofi/-svinn/-svakhet
L19;Muskelstivhet/-strekk
L20;Ledd symptomer/plager IKA
L20;Artralgi
L20;Hevelse ledd flere
L20;Hydrops ledd flere
L20;Ledd kneppende
L20;Leddhevelse flere ledd
L20;Leddlidelse INA
L20;Leddsmerte IKA
L20;Leddsmerter flere ledd
L20;Leddstivhet IKA
L20;Stivhet flere ledd
L20;Stivhet ledd IKA
L20;Leddhevelse
L20;Leddsmerte/-stivhet/-svakhet
L20;Væskeansamling i ledd
L26;Engstelig for kreft i muskel- og skjelettsystemet
L27;Engstelig for sykdom i muskel- og skjelettsystemet IKA
L28;Redusert funksjonsevne pga muskel-skjelettproblem
L28;Funksjonshemning musk-skjelett-syst
L29;Muskel- og skjelettsystemet symptomer/plager IKA
L29;Muskelsvakhet
L29;Muskeltretthet
L29;Unormal holdning
L29;Vekstsmerter
L29;Voksesmerter
L29;Voksesmerter hos barn
L70;Infeksjon i muskel- og skjelettsystemet
L70;Abscess seneskjede
L70;Abscess slimpose
L70;Artritt pyogen
L70;Beninfeksjon INA
L70;Bursitt infeksiøs
L70;Infeksjon i mellomvirvelskive
L70;Myositt infeksiøs
L70;Osteomyelitt akutt hematogen
L70;Osteomyelitt akutt
L70;Osteomyelitt i virvel
L70;Osteomyelitt INA
L70;Osteomyelitt kronisk
L70;Pyogen diskitt
L70;Synovitt infeksiøs
L70;Infeksiøs tenosynovitt
L70;Pyogen artritt
L71;Ondartet svulst i muskel- og skjelettsystemet
L71;Benkreft ekstremitet
L71;Benkreft IKA
L71;Fibrosarkom INA
L71;Kaposis sarkom i bløtvev/bindevev
L71;Ondartet svulst bindevev IKA
L71;Ondartet svulst bløtvev IKA
L71;Ondartet svulst brusk ekstremitet
L71;Ondartet svulst brusk
L71;Ondartet svulst knokkel ekstremitet
L71;Ondartet svulst knokkel IKA
L71;Osteosarkom INA
L71;Fibrosarkom
L71;Osteosarkom
L72;Brudd underarm
L72;Brudd albue
L72;Brudd både radius og ulna
L72;Brudd radius distalt
L72;Brudd radius INA
L72;Brudd radius proksimalt
L72;Brudd radiusskaft
L72;Brudd ulna INA
L72;Brudd ulna proksimalt
L72;Brudd ulnaskaft
L72;Colles fraktur
L72;Monteggias luksasjonsfraktur
L73;Brudd legg/ankel
L73;Brudd ankel
L73;Brudd bimalleolært
L73;Brudd både tibia og fibula
L73;Brudd fibula
L73;Brudd lateral malleol
L73;Brudd legg
L73;Brudd medial malleol
L73;Brudd tibia distalt
L73;Brudd tibia proximalt
L73;Brudd tibiakondyl
L73;Brudd tibiaskaft
L73;Brudd trimalleolært
L73;Potts fraktur
L74;Brudd hånd/fot
L74;Brudd 1 metakarp
L74;Brudd 2 metakarp
L74;Brudd båtben
L74;Brudd calcaneus
L74;Brudd finger flere
L74;Brudd finger
L74;Brudd fot
L74;Brudd fotrotsben
L74;Brudd hælben
L74;Brudd hånd
L74;Brudd håndrotsben
L74;Brudd i fot flere
L74;Brudd metakarp flere
L74;Brudd metatarsalben
L74;Brudd os naviculare
L74;Brudd stortå
L74;Brudd talus
L74;Brudd tommel
L74;Brudd tå/tær
L74;Brudd vristben
L74;Brudd fingre/tær
L74;Brudd karpal/metakarpal ben
L74;Brudd tarsal/metatarsal ben
L75;Brudd lårben/lårhals
L75;Brudd lårben distalt
L75;Brudd lårben flere
L75;Brudd lårben pertrokantært
L75;Brudd lårben subtrokantært
L75;Brudd lårben
L75;Brudd lårbenskaft
L75;Brudd lårhals
L76;Brudd IKA
L76;Brudd ansikt
L76;Brudd bekken
L76;Brudd brystben
L76;Brudd haleben
L76;Brudd hodet/ansikt flere
L76;Brudd INA
L76;Brudd kinnben
L76;Brudd kneskål
L76;Brudd korsben
L76;Brudd krageben
L76;Brudd lumbalkolumna
L76;Brudd nakke 1 cervikalvirvel
L76;Brudd nakke 2 cervikalvirvel
L76;Brudd nakke annen cervikalvirvel
L76;Brudd nakke cervikalvirvel flere
L76;Brudd nakke
L76;Brudd neseben
L76;Brudd orbitagulv
L76;Brudd overarm distalt
L76;Brudd overarm proksimalt
L76;Brudd overarm
L76;Brudd overarmskaft
L76;Brudd overekstremitet INA
L76;Brudd overkjeve
L76;Brudd patella
L76;Brudd ribben flere
L76;Brudd ribben ustabil brystvegg
L76;Brudd ribben
L76;Brudd rygg INA
L76;Brudd skulder
L76;Brudd skulderblad
L76;Brudd torakalkolumna flere
L76;Brudd torakalkolumna
L76;Brudd underekstremitet INA
L76;Brudd underkjeve
L77;Forstuving/forstrekking ankel
L77;Vrikket ankel
L78;Forstuving/forstrekking kne
L78;Forstuving/forstrekking kne ligament
L78;Ligamentskade kne traumatisk
L78;Ruptur traumatisk ligament kne
L78;Skade kne ligament traumatisk
L78;Skade kne muskelskjett syst INA
L79;Forstuving/forstrekking ledd IKA
L79;Forstuving/forstrekking akromioklavikularledd
L79;Forstuving/forstrekking albue
L79;Forstuving/forstrekking brystkassen
L79;Forstuving/forstrekking cervikalkolumna
L79;Forstuving/forstrekking finger
L79;Forstuving/forstrekking fot
L79;Forstuving/forstrekking hals
L79;Forstuving/forstrekking hofte
L79;Forstuving/forstrekking håndledd
L79;Forstuving/forstrekking iliosakralledd
L79;Forstuving/forstrekking kjeveledd
L79;Forstuving/forstrekking nakke
L79;Forstuving/forstrekking ribben
L79;Forstuving/forstrekking skulderbue
L79;Forstuving/forstrekking skulderledd
L79;Forstuving/forstrekking sternoklavikularledd
L79;Forstuving/forstrekking torakalkolumna
L79;Forstuving/forstrekking tå
L79;Hemartrose kne akutt
L79;Nakkesleng akutt
L79;Ruptur traumatisk leddbånd ankel
L79;Ruptur traumatisk leddbånd finger
L79;Ruptur traumatisk leddbånd fot
L79;Ruptur traumatisk leddbånd håndledd
L79;Ruptur traumatisk radialt kollateralligament albue
L79;Ruptur traumatisk ulnart kollateralligament albue
L79;Akutt nakkeslengskade
L79;Forstuving/forstrekking av annet ledd/ligament
L80;Dislokasjon/subluksasjon
L80;Dislokasjon akromioklavikularledd
L80;Dislokasjon albue
L80;Dislokasjon ankelledd
L80;Dislokasjon bekken
L80;Dislokasjon caput radii
L80;Dislokasjon cervikalkolumna
L80;Dislokasjon finger
L80;Dislokasjon fingre flere
L80;Dislokasjon fotrotsben
L80;Dislokasjon hofteledd
L80;Dislokasjon håndledd
L80;Dislokasjon håndrotsben
L80;Dislokasjon iliosakralledd
L80;Dislokasjon karpalledd
L80;Dislokasjon kjeveledd
L80;Dislokasjon kne
L80;Dislokasjon kneskål residiverende
L80;Dislokasjon kneskål
L80;Dislokasjon lumbalkolumna
L80;Dislokasjon patella
L80;Dislokasjon ribben
L80;Dislokasjon skulderledd
L80;Dislokasjon sternoklavikularledd
L80;Dislokasjon torakalkolumna
L80;Dislokasjon tå
L80;Ruptur traumatisk cervikalskive
L80;Ruptur traumatisk lumbalskive
L80;Ruptur traumatisk torakalskive
L80;Subluksasjon kneskål residiverende
L80;Dislokasjoner/subluksasjoner alle steder inkludert ryggsøyle
L81;Skade i muskel- og skjelettsystemet IKA
L81;Amputasjon traumatisk albue
L81;Amputasjon traumatisk ankel
L81;Amputasjon traumatisk finger flere
L81;Amputasjon traumatisk finger tommel
L81;Amputasjon traumatisk finger
L81;Amputasjon traumatisk fot
L81;Amputasjon traumatisk hofte
L81;Amputasjon traumatisk hånd
L81;Amputasjon traumatisk kne
L81;Amputasjon traumatisk legg
L81;Amputasjon traumatisk lår
L81;Amputasjon traumatisk overarm
L81;Amputasjon traumatisk skulder
L81;Amputasjon traumatisk tær
L81;Amputasjon traumatisk tå
L81;Amputasjon traumatisk underarm
L81;Hemartrose traumatisk
L81;Knusningsskade albue
L81;Knusningsskade ankel
L81;Knusningsskade brystvegg
L81;Knusningsskade fingre
L81;Knusningsskade hofte og lår
L81;Knusningsskade hofte
L81;Knusningsskade hånd
L81;Knusningsskade kne
L81;Knusningsskade legg
L81;Knusningsskade lår
L81;Knusningsskade overarm
L81;Knusningsskade skulder
L81;Knusningsskade tå
L81;Knusningsskade underarm
L81;Ruptur traumatisk akillessene
L81;Ruptur traumatisk symfyse
L81;Skade akillessene traumatisk
L81;Skade albue muskel-skj-syst INA
L81;Skade ankel musk-skj-syst INA
L81;Skade ansikt INA
L81;Skade bekken muskel-skj-syst INA
L81;Skade finger muskel-skj-syst INA
L81;Skade fot musk-skj-syst INA
L81;Skade hals musk-skj-syst INA
L81;Skade hodet muskel/sene
L81;Skade hofte musk-skj-syst INA
L81;Skade hånd muskel-skj-syst INA
L81;Skade håndledd muskel-skj-syst INA
L81;Skade kne musk-skj-system INA
L81;Skade legg musk-skj-syst INA
L81;Skade lumbalkolumna muskel-skj-syst INA
L81;Skade lår musk-skj-syst INA
L81;Skade muskel uspes lokalisajon INA
L81;Skade overarm muskel-skj-syst INA
L81;Skade sene uspes lokalisajon INA
L81;Skade skulder muskel-skj-syst INA
L81;Skade toraks musk-skj-syst INA
L81;Skade tå musk-skj-syst INA
L81;Skade underarm muskel-skj-syst INA
L81;Skader muskel-skjelettsystemet flere
L81;Dyptliggende fremmedlegeme
L81;Traumatisk amputasjon
L81;Traumatisk hemartrose
L82;Medfødt feil i muskel- og skjelettsystemet
L82;Albrights syndrom
L82;Coxa valga
L82;Coxa vara
L82;Dvergvekst osteokondrodysplasi INA
L82;Dysplasi hofteledd medfødt
L82;Fuglebryst
L82;Genu recurvatum
L82;Genu valgum medfødt
L82;Genu varum medfødt
L82;Hammertå medfødt
L82;Hemivertebra
L82;Hofteledd luksasjon medfødt
L82;Hofteleddsdysplasi medfødt
L82;Hulfot
L82;Hyperteleorisme
L82;Klippel-Feils syndrom
L82;Klumpfot medfødt
L82;Kraniosynostose
L82;Kyfose medfødt
L82;Lordose medfødt
L82;Makrocefali
L82;Medfødt feil albue muskel-skj-syst
L82;Medfødt feil ansikt muskel-skj-syst
L82;Medfødt feil brystkasse INA
L82;Medfødt feil fingre overtallig
L82;Medfødt feil fingre sammenvokst
L82;Medfødt feil fingre svømmehud
L82;Medfødt feil fot INA
L82;Medfødt feil fot valgusfeilstilling IKA
L82;Medfødt feil fot varusfeilstilling IKA
L82;Medfødt feil halsmuskel
L82;Medfødt feil hode muskel-skj-syst
L82;Medfødt feil hofte INA
L82;Medfødt feil hånd muskel-skj-syst
L82;Medfødt feil kne IKA
L82;Medfødt feil kne muskel-skj-syst
L82;Medfødt feil krageben
L82;Medfødt feil leggbein krumning
L82;Medfødt feil lårbein krumning
L82;Medfødt feil muskel-skj-syst INA
L82;Medfødt feil nese muskel-skj-syst
L82;Medfødt feil overekstr reduksjonsdef
L82;Medfødt feil overekstremitet IKA
L82;Medfødt feil ribben
L82;Medfødt feil rygg skoliose INA
L82;Medfødt feil ryggsøyle INA
L82;Medfødt feil skulderblad
L82;Medfødt feil syndaktyli INA
L82;Medfødt feil tommel overtallig
L82;Medfødt feil toraks muskel-skj-syst IKA
L82;Medfødt feil tær overtallig
L82;Medfødt feil tær sammenvokst
L82;Medfødt feil tær svømmehud
L82;Medfødt feil underarm muskel-skj-sys
L82;Medfødt feil underekstemitet IKA
L82;Medfødt feil underekstr reduksjonsdefekt
L82;Osteodystrofi INA
L82;Osteogenesis imperfecta medfødt
L82;Osteokondrodysplasi INA
L82;Osteokondrodysplasi rørknokler/rygg
L82;Pectus carinatum
L82;Pectus excavatum
L82;Pes calcaneovalgus
L82;Pes calcaneovarus
L82;Pes cavus
L82;Pes equinovarus
L82;Plattfot medfødt
L82;Polydaktyli
L82;Ribben misdannet
L82;Ribben overtallig halsregion
L82;Ribben overtallig
L82;Ribben sammenvokst
L82;Ryggvirvel manglende
L82;Ryggvirvel overtallig
L82;Ryggvirvel sammenvokst
L82;Skoliose medfødt INA
L82;Skoliose medfødt knokkelmisdannelse
L82;Spina bifida occulta
L82;Spondylolistese medfødt
L82;Torticollis medfødt
L82;Traktbryst
L82;Annen medfødt fotmisdannelse
L82;Coxa valga/vara
L82;Klumpfot
L82;Medfødt hofteleddsluksasjon
L82;Medfødt misdannelse av skalle og ansikt
L83;Nakkesyndrom
L83;Atlantoaksial dislokasjon med myelopati
L83;Atlantoaksial dislokasjon residiv
L83;Cervikal dislokasjon residiverende
L83;Cervikal entesopati
L83;Cervikal fasettleddlidelse
L83;Cervikal skivedegenerasjon
L83;Cervikal skiveforskyvning
L83;Cervikal skivelidelse INA
L83;Cervikal skivelidelse med myelopati
L83;Cervikal skivelidelse med radikulopati
L83;Cervikal skiveprolaps
L83;Cervikal spinal stenose
L83;Cervikal spondylolistese
L83;Cervikal spondylolyse
L83;Cervikal spondylopati traumatisk
L83;Cervikal spondylose med myelopati
L83;Cervikal spondylose med radikulopati
L83;Cervikal spondylose
L83;Cervikal stressfraktur/tretthetsbrudd
L83;Cervikal virvel sammenfall INA
L83;Cervikobrakialgi
L83;Cervikobrakialt syndrom
L83;Cervikokranialt syndrom
L83;Nakke entesopati
L83;Scalenus syndrom
L83;Torticollis ervervet
L83;Torticollis INA
L83;Cervikal skiveskade/prolaps
L83;Cervikogen hodepine
L83;Rotsmertesyndrom i øvre ekstremiteter
L83;Spondylartrose i nakke
L83;Spondylose i nakke
L83;Syndrom med/uten utstrålende smerter
L83;Torticollis
